,firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber
2233,name2234,lastname2234,Male,January,15,1997,BS IT Entrepreneurship,0918 727 8486
2234,name2235,lastname2235,Female,February,21,1999,BS IT Entrepreneurship,0927 912 4795
2235,name2236,lastname2236,Male,October,21,1999,BS Legal Management,0917 257 6430
2236,name2237,lastname2237,Male,May,3,1999,BS Management,0917 614 9572
2237,name2238,lastname2238,Male,September,16,1998,BS Legal Management,0927 308 3769
2238,name2239,lastname2239,Female,October,27,1999,BS Legal Management,0918 792 5434
2239,name2240,lastname2240,Female,May,4,2001,BS Management,0918 334 2217
2240,name2241,lastname2241,Male,November,24,1999,BS IT Entrepreneurship,0918 462 4305
2241,name2242,lastname2242,Female,June,3,1999,BS Management Engineering,0927 458 2606
2242,name2243,lastname2243,Female,January,16,1997,BS IT Entrepreneurship,0927 718 2916
2243,name2244,lastname2244,Male,July,7,1997,BS Management,0927 839 2992
2244,name2245,lastname2245,Female,July,28,2000,BS IT Entrepreneurship,0917 230 8628
2245,name2246,lastname2246,Male,December,23,1999,BS Management Engineering,0918 272 2139
2246,name2247,lastname2247,Female,July,13,2001,BS IT Entrepreneurship,0918 899 7327
2247,name2248,lastname2248,Female,July,24,1999,BS Management Engineering,0917 590 6157
2248,name2249,lastname2249,Female,May,17,1999,BS Management Engineering,0927 305 2790
2249,name2250,lastname2250,Female,November,4,1998,BS IT Entrepreneurship,0927 826 4920
2250,name2251,lastname2251,Male,May,18,2001,BS IT Entrepreneurship,0927 691 5448
2251,name2252,lastname2252,Female,June,23,1997,BS IT Entrepreneurship,0927 261 1275
2252,name2253,lastname2253,Female,August,1,2000,BS Management Engineering,0917 675 7382
2253,name2254,lastname2254,Female,June,5,1997,BS Legal Management,0917 399 9698
2254,name2255,lastname2255,Male,August,15,2000,BS Management,0927 979 6713
2255,name2256,lastname2256,Male,February,26,1997,BS Management Engineering,0918 828 7678
2256,name2257,lastname2257,Male,September,2,1999,BS Management,0927 148 8571
2257,name2258,lastname2258,Female,October,16,1997,BS Legal Management,0918 953 8249
2258,name2259,lastname2259,Male,January,23,2001,BS IT Entrepreneurship,0917 740 6763
2259,name2260,lastname2260,Female,December,8,1997,BS IT Entrepreneurship,0918 644 6084
2260,name2261,lastname2261,Male,July,4,1997,BS IT Entrepreneurship,0918 227 1056
2261,name2262,lastname2262,Male,August,19,1997,BS Communications Technology,0918 200 4621
2262,name2263,lastname2263,Female,February,28,1999,BS Legal Management,0917 664 8355
2263,name2264,lastname2264,Male,July,8,1997,BS Management,0917 451 1889
2264,name2265,lastname2265,Male,January,24,1997,BS Management Engineering,0918 461 4979
2265,name2266,lastname2266,Male,February,12,1997,BS IT Entrepreneurship,0917 528 6459
2266,name2267,lastname2267,Female,April,9,1998,BS IT Entrepreneurship,0927 127 2585
2267,name2268,lastname2268,Male,October,24,2001,BS Management,0927 281 5044
2268,name2269,lastname2269,Male,December,19,1998,BS Management,0918 298 4815
2269,name2270,lastname2270,Male,May,18,2001,BS Management,0927 522 9321
2270,name2271,lastname2271,Male,March,24,1999,BS Management,0917 481 7170
2271,name2272,lastname2272,Female,May,2,1997,BS Management Engineering,0918 595 9543
2272,name2273,lastname2273,Female,April,7,1998,BS Legal Management,0927 368 6328
2273,name2274,lastname2274,Male,November,17,1999,BS Management,0918 811 7291
2274,name2275,lastname2275,Female,May,16,2000,BS Management,0918 192 3696
2275,name2276,lastname2276,Female,March,18,1998,BS Management,0927 118 1377
2276,name2277,lastname2277,Female,April,20,1998,BS Legal Management,0917 919 2686
2277,name2278,lastname2278,Female,June,24,2001,BS Management,0917 179 1779
2278,name2279,lastname2279,Female,September,1,1999,BS Management Engineering,0918 747 5179
2279,name2280,lastname2280,Female,November,19,2001,BS IT Entrepreneurship,0927 818 5210
2280,name2281,lastname2281,Male,December,17,1999,BS Management,0927 792 8470
2281,name2282,lastname2282,Male,April,9,2000,BS Communications Technology,0927 862 6067
2282,name2283,lastname2283,Female,January,18,1998,BS Communications Technology,0918 585 6026
2283,name2284,lastname2284,Female,December,15,1998,BS Management,0918 627 6100
2284,name2285,lastname2285,Female,June,6,1998,BS Legal Management,0927 658 9231
2285,name2286,lastname2286,Female,September,21,2001,BS Management,0918 872 4154
2286,name2287,lastname2287,Male,January,21,1998,BS Legal Management,0917 362 3559
2287,name2288,lastname2288,Male,January,20,2000,BS Communications Technology,0917 927 6156
2288,name2289,lastname2289,Male,October,19,2000,BS IT Entrepreneurship,0917 908 3625
2289,name2290,lastname2290,Male,January,28,1997,BS Management,0917 793 9418
2290,name2291,lastname2291,Male,September,13,2000,BS Management,0918 486 4686
2291,name2292,lastname2292,Female,March,6,2000,BS IT Entrepreneurship,0917 819 7636
2292,name2293,lastname2293,Male,August,27,1998,BS Communications Technology,0927 278 4141
2293,name2294,lastname2294,Male,July,21,2000,BS Legal Management,0917 622 4555
2294,name2295,lastname2295,Female,June,17,2001,BS Management Engineering,0918 368 8603
2295,name2296,lastname2296,Male,February,10,2001,BS IT Entrepreneurship,0917 272 8733
2296,name2297,lastname2297,Male,February,23,1998,BS Management,0927 991 3817
2297,name2298,lastname2298,Male,January,1,2000,BS Legal Management,0927 500 2562
2298,name2299,lastname2299,Male,January,14,2000,BS Legal Management,0918 577 2431
2299,name2300,lastname2300,Female,February,24,2000,BS Communications Technology,0918 524 1259
2300,name2301,lastname2301,Female,February,16,1997,BS Communications Technology,0918 404 9503
2301,name2302,lastname2302,Female,April,14,1998,BS Management,0918 146 1542
2302,name2303,lastname2303,Female,September,28,2000,BS Communications Technology,0927 445 8143
2303,name2304,lastname2304,Female,March,21,1999,BS IT Entrepreneurship,0927 753 3303
2304,name2305,lastname2305,Female,September,4,2001,BS Management Engineering,0918 758 5738
2305,name2306,lastname2306,Male,June,11,1999,BS Management Engineering,0917 851 1627
2306,name2307,lastname2307,Male,January,11,1997,BS IT Entrepreneurship,0927 121 8775
2307,name2308,lastname2308,Male,February,27,1998,BS Management,0927 784 3387
2308,name2309,lastname2309,Female,June,12,2001,BS Management,0927 244 3525
2309,name2310,lastname2310,Female,December,24,1999,BS Legal Management,0918 642 7384
2310,name2311,lastname2311,Male,January,1,1998,BS Communications Technology,0918 356 9018
2311,name2312,lastname2312,Female,May,2,1999,BS Legal Management,0917 468 8345
2312,name2313,lastname2313,Male,March,11,1997,BS IT Entrepreneurship,0917 153 7719
2313,name2314,lastname2314,Male,May,4,1998,BS Management Engineering,0918 743 1918
2314,name2315,lastname2315,Female,February,26,1998,BS IT Entrepreneurship,0917 820 1521
2315,name2316,lastname2316,Male,December,4,1998,BS Management,0918 843 7217
2316,name2317,lastname2317,Male,December,27,2001,BS Management,0927 881 9759
2317,name2318,lastname2318,Female,September,11,2000,BS Management Engineering,0927 532 3544
2318,name2319,lastname2319,Female,January,4,1999,BS IT Entrepreneurship,0918 230 5450
2319,name2320,lastname2320,Female,March,16,1999,BS IT Entrepreneurship,0918 396 6613
2320,name2321,lastname2321,Female,September,26,2001,BS Management,0918 735 9525
2321,name2322,lastname2322,Male,August,9,2000,BS IT Entrepreneurship,0918 756 9753
2322,name2323,lastname2323,Female,November,14,1999,BS IT Entrepreneurship,0917 505 5113
2323,name2324,lastname2324,Female,May,5,2001,BS Management Engineering,0918 281 4588
2324,name2325,lastname2325,Female,July,20,1998,BS Legal Management,0927 995 3647
2325,name2326,lastname2326,Male,July,27,2000,BS Management,0917 618 9981
2326,name2327,lastname2327,Male,January,1,1997,BS Legal Management,0917 685 1845
2327,name2328,lastname2328,Male,April,5,2001,BS Management,0927 881 4083
2328,name2329,lastname2329,Female,July,18,1997,BS Management,0917 408 6878
2329,name2330,lastname2330,Male,April,17,1998,BS Management Engineering,0927 978 8808
2330,name2331,lastname2331,Male,May,11,2000,BS Legal Management,0918 886 9213
2331,name2332,lastname2332,Female,April,25,1997,BS Management,0927 449 7654
2332,name2333,lastname2333,Male,July,10,1998,BS IT Entrepreneurship,0927 140 9493
2333,name2334,lastname2334,Female,November,7,1999,BS Legal Management,0918 784 9869
2334,name2335,lastname2335,Male,June,26,2001,BS Legal Management,0927 879 2340
2335,name2336,lastname2336,Female,April,15,1999,BS Management Engineering,0918 706 3082
2336,name2337,lastname2337,Male,March,17,1998,BS Management Engineering,0918 560 7449
2337,name2338,lastname2338,Female,November,6,1997,BS Management,0918 903 5233
2338,name2339,lastname2339,Female,November,8,1999,BS IT Entrepreneurship,0927 923 5576
2339,name2340,lastname2340,Female,July,18,1997,BS Management Engineering,0917 809 8960
2340,name2341,lastname2341,Female,April,17,1999,BS IT Entrepreneurship,0918 908 6742
2341,name2342,lastname2342,Male,July,7,1998,BS Legal Management,0927 919 4991
2342,name2343,lastname2343,Male,January,1,1998,BS Management Engineering,0927 154 7220
2343,name2344,lastname2344,Male,May,14,1997,BS Communications Technology,0927 929 7767
2344,name2345,lastname2345,Male,April,13,1998,BS Management,0927 799 3697
2345,name2346,lastname2346,Male,February,7,1997,BS Communications Technology,0917 793 4237
2346,name2347,lastname2347,Female,July,6,1998,BS Management,0917 891 8673
2347,name2348,lastname2348,Female,July,18,2000,BS Legal Management,0918 677 4312
2348,name2349,lastname2349,Male,October,17,2000,BS Management Engineering,0927 467 9726
2349,name2350,lastname2350,Male,May,28,1998,BS IT Entrepreneurship,0917 847 8371
2350,name2351,lastname2351,Male,March,9,1998,BS Communications Technology,0917 914 6203
2351,name2352,lastname2352,Female,June,7,1998,BS Management Engineering,0917 334 6159
2352,name2353,lastname2353,Male,June,1,2001,BS Communications Technology,0927 134 2532
2353,name2354,lastname2354,Female,July,11,1998,BS IT Entrepreneurship,0918 534 5264
2354,name2355,lastname2355,Female,June,23,2001,BS Communications Technology,0917 124 8700
2355,name2356,lastname2356,Female,May,6,1997,BS Management,0927 745 2827
2356,name2357,lastname2357,Female,June,13,1998,BS IT Entrepreneurship,0927 669 5007
2357,name2358,lastname2358,Male,December,18,2001,BS Management Engineering,0918 923 4311
2358,name2359,lastname2359,Male,May,1,1998,BS IT Entrepreneurship,0918 108 2864
2359,name2360,lastname2360,Male,March,12,1998,BS Management Engineering,0917 836 8453
2360,name2361,lastname2361,Male,February,15,2000,BS Communications Technology,0917 246 2476
2361,name2362,lastname2362,Male,January,17,1998,BS Communications Technology,0927 553 1625
2362,name2363,lastname2363,Female,May,10,1997,BS Legal Management,0918 607 3049
2363,name2364,lastname2364,Female,February,7,1997,BS Communications Technology,0917 740 5047
2364,name2365,lastname2365,Female,October,15,1997,BS Management Engineering,0917 159 7408
2365,name2366,lastname2366,Male,December,27,1998,BS Legal Management,0918 948 8122
2366,name2367,lastname2367,Female,July,26,1997,BS Legal Management,0918 288 1534
2367,name2368,lastname2368,Female,May,1,1997,BS IT Entrepreneurship,0918 991 8438
2368,name2369,lastname2369,Male,May,23,1997,BS Communications Technology,0917 688 6034
2369,name2370,lastname2370,Female,January,18,1998,BS Communications Technology,0917 880 1286
2370,name2371,lastname2371,Female,April,11,2000,BS Legal Management,0917 758 9685
2371,name2372,lastname2372,Male,July,4,2001,BS Legal Management,0927 490 5419
2372,name2373,lastname2373,Female,May,12,2000,BS Management Engineering,0927 776 2687
2373,name2374,lastname2374,Male,August,27,2000,BS IT Entrepreneurship,0927 429 5762
2374,name2375,lastname2375,Male,November,2,1999,BS Management,0918 276 8342
2375,name2376,lastname2376,Female,May,27,1999,BS IT Entrepreneurship,0918 420 9440
2376,name2377,lastname2377,Female,September,12,2001,BS Communications Technology,0917 316 7284
2377,name2378,lastname2378,Male,December,2,1997,BS Management,0918 975 1613
2378,name2379,lastname2379,Male,November,10,1997,BS Legal Management,0927 874 3477
2379,name2380,lastname2380,Female,November,17,1999,BS Legal Management,0917 323 1977
2380,name2381,lastname2381,Male,June,13,1998,BS Management Engineering,0917 632 3225
2381,name2382,lastname2382,Male,December,12,1997,BS Communications Technology,0917 449 3806
2382,name2383,lastname2383,Female,April,19,2000,BS Legal Management,0918 729 7979
2383,name2384,lastname2384,Male,September,19,1998,BS Communications Technology,0927 971 2794
2384,name2385,lastname2385,Male,December,23,2001,BS Management Engineering,0917 693 4040
2385,name2386,lastname2386,Female,December,18,1997,BS Management,0918 257 1334
2386,name2387,lastname2387,Male,March,11,1997,BS Management,0927 479 2154
2387,name2388,lastname2388,Male,September,7,1998,BS Communications Technology,0927 106 4194
2388,name2389,lastname2389,Female,March,13,1997,BS Legal Management,0927 824 6270
2389,name2390,lastname2390,Male,November,9,1998,BS Communications Technology,0917 866 2766
2390,name2391,lastname2391,Male,August,21,2000,BS Legal Management,0927 857 2381
2391,name2392,lastname2392,Male,March,21,2001,BS IT Entrepreneurship,0917 615 1060
2392,name2393,lastname2393,Male,October,22,1998,BS IT Entrepreneurship,0917 956 3502
2393,name2394,lastname2394,Female,August,23,1999,BS Management Engineering,0917 660 7478
2394,name2395,lastname2395,Male,June,16,1997,BS Legal Management,0917 387 1657
2395,name2396,lastname2396,Female,June,28,1997,BS Management Engineering,0917 948 9502
2396,name2397,lastname2397,Male,April,27,1997,BS Communications Technology,0917 997 3008
2397,name2398,lastname2398,Female,March,5,1999,BS Communications Technology,0927 397 8097
2398,name2399,lastname2399,Female,August,5,2000,BS Management Engineering,0927 447 4213
2399,name2400,lastname2400,Female,April,27,2000,BS Management Engineering,0918 919 5919
2400,name2401,lastname2401,Male,October,28,2000,BS Management,0917 551 8099
2401,name2402,lastname2402,Female,October,15,1999,BS Communications Technology,0927 159 9241
2402,name2403,lastname2403,Male,June,22,1999,BS Management Engineering,0927 289 3262
2403,name2404,lastname2404,Male,October,24,2001,BS Communications Technology,0927 748 1190
2404,name2405,lastname2405,Male,July,19,1999,BS IT Entrepreneurship,0918 192 8519
2405,name2406,lastname2406,Female,March,7,1998,BS Management,0918 201 5633
2406,name2407,lastname2407,Female,March,10,2000,BS IT Entrepreneurship,0927 392 7223
2407,name2408,lastname2408,Female,February,16,1997,BS Management,0927 828 7176
2408,name2409,lastname2409,Male,May,6,1997,BS Communications Technology,0917 412 3057
2409,name2410,lastname2410,Female,March,28,2000,BS Management,0917 181 3978
2410,name2411,lastname2411,Male,October,22,1998,BS Communications Technology,0917 374 3329
2411,name2412,lastname2412,Male,June,16,1999,BS Communications Technology,0917 870 6914
2412,name2413,lastname2413,Female,November,26,2001,BS Legal Management,0917 960 3096
2413,name2414,lastname2414,Female,February,18,1999,BS IT Entrepreneurship,0917 755 2268
2414,name2415,lastname2415,Male,October,10,1998,BS Communications Technology,0918 931 7669
2415,name2416,lastname2416,Female,September,25,1999,BS Management,0927 577 5428
2416,name2417,lastname2417,Male,November,1,2000,BS Management,0918 611 7258
2417,name2418,lastname2418,Female,December,13,2000,BS IT Entrepreneurship,0927 255 7533
2418,name2419,lastname2419,Male,November,16,2001,BS Communications Technology,0927 198 4160
2419,name2420,lastname2420,Male,June,10,2000,BS Legal Management,0918 147 1799
2420,name2421,lastname2421,Male,May,3,1998,BS IT Entrepreneurship,0927 397 7959
2421,name2422,lastname2422,Male,May,28,1999,BS Communications Technology,0927 619 2961
2422,name2423,lastname2423,Female,March,10,1999,BS Management,0917 840 3342
2423,name2424,lastname2424,Female,March,14,2001,BS IT Entrepreneurship,0917 793 8378
2424,name2425,lastname2425,Male,July,19,1999,BS IT Entrepreneurship,0918 495 8760
2425,name2426,lastname2426,Female,May,16,2000,BS Management Engineering,0918 390 4848
2426,name2427,lastname2427,Male,February,4,2000,BS Management,0917 504 1312
2427,name2428,lastname2428,Female,November,13,1997,BS IT Entrepreneurship,0917 764 8229
2428,name2429,lastname2429,Female,June,22,1997,BS Legal Management,0927 227 6284
2429,name2430,lastname2430,Female,May,17,1998,BS IT Entrepreneurship,0918 199 7797
2430,name2431,lastname2431,Male,August,13,1998,BS Management,0917 169 3352
2431,name2432,lastname2432,Male,May,15,1999,BS Management Engineering,0917 761 3830
2432,name2433,lastname2433,Female,September,17,1997,BS Communications Technology,0927 849 6892
2433,name2434,lastname2434,Female,January,19,1999,BS Management Engineering,0927 434 9948
2434,name2435,lastname2435,Female,April,4,1998,BS Communications Technology,0927 227 8411
2435,name2436,lastname2436,Male,February,12,1997,BS Management Engineering,0918 436 4889
2436,name2437,lastname2437,Male,March,19,1999,BS Communications Technology,0918 832 1639
2437,name2438,lastname2438,Male,October,21,1998,BS IT Entrepreneurship,0927 482 6028
2438,name2439,lastname2439,Male,February,5,1998,BS Management Engineering,0918 485 7266
2439,name2440,lastname2440,Male,September,19,1998,BS Management,0917 856 5444
2440,name2441,lastname2441,Male,February,12,2001,BS Legal Management,0917 754 8431
2441,name2442,lastname2442,Male,November,10,2001,BS Management Engineering,0927 764 6262
2442,name2443,lastname2443,Male,July,25,1998,BS IT Entrepreneurship,0918 541 1153
2443,name2444,lastname2444,Female,August,16,1998,BS Management,0918 845 7573
2444,name2445,lastname2445,Male,September,5,1998,BS Management,0927 533 1486
2445,name2446,lastname2446,Male,February,22,2000,BS Management Engineering,0917 275 7590
2446,name2447,lastname2447,Male,February,11,2001,BS Management Engineering,0918 694 6303
2447,name2448,lastname2448,Female,June,4,2000,BS Communications Technology,0927 244 3224
2448,name2449,lastname2449,Female,July,6,1998,BS Legal Management,0918 446 3657
2449,name2450,lastname2450,Male,June,21,1998,BS Management,0917 335 2745
2450,name2451,lastname2451,Male,January,22,1999,BS Management Engineering,0917 482 2116
2451,name2452,lastname2452,Male,April,23,1999,BS Management Engineering,0917 538 5323
2452,name2453,lastname2453,Male,March,22,2001,BS Communications Technology,0917 523 3869
2453,name2454,lastname2454,Female,November,19,1999,BS Management Engineering,0917 385 3899
2454,name2455,lastname2455,Male,December,24,1997,BS IT Entrepreneurship,0918 593 4633
2455,name2456,lastname2456,Male,April,9,1998,BS Legal Management,0927 725 8448
2456,name2457,lastname2457,Male,October,10,2001,BS Management,0917 875 7767
2457,name2458,lastname2458,Male,November,4,1999,BS IT Entrepreneurship,0917 234 8813
2458,name2459,lastname2459,Female,January,6,1998,BS Communications Technology,0917 854 2574
2459,name2460,lastname2460,Male,April,18,2001,BS IT Entrepreneurship,0918 172 8477
2460,name2461,lastname2461,Female,November,18,1998,BS Legal Management,0927 779 7910
2461,name2462,lastname2462,Male,November,4,1997,BS IT Entrepreneurship,0918 659 2984
2462,name2463,lastname2463,Female,January,28,1997,BS Management,0927 341 4442
2463,name2464,lastname2464,Male,September,6,1998,BS Management,0927 810 3537
2464,name2465,lastname2465,Female,October,28,1999,BS Management,0917 848 6313
2465,name2466,lastname2466,Female,May,28,1997,BS Management Engineering,0918 596 7521
2466,name2467,lastname2467,Female,February,12,1997,BS Legal Management,0927 537 1630
2467,name2468,lastname2468,Male,September,4,1997,BS Management,0917 522 8739
2468,name2469,lastname2469,Female,November,26,1999,BS IT Entrepreneurship,0927 961 4729
2469,name2470,lastname2470,Male,July,5,1999,BS Management Engineering,0918 746 7549
2470,name2471,lastname2471,Female,April,15,1998,BS Management,0917 186 5933
2471,name2472,lastname2472,Male,December,13,1997,BS Communications Technology,0918 872 7265
2472,name2473,lastname2473,Female,May,6,1997,BS Management,0918 950 9443
2473,name2474,lastname2474,Male,January,24,1997,BS Management Engineering,0918 909 4946
2474,name2475,lastname2475,Male,January,12,1999,BS Legal Management,0927 312 5973
2475,name2476,lastname2476,Female,August,15,2001,BS Legal Management,0918 893 6385
2476,name2477,lastname2477,Male,September,27,2001,BS Legal Management,0918 877 6490
2477,name2478,lastname2478,Male,November,3,2001,BS Management,0917 347 6498
2478,name2479,lastname2479,Female,December,23,1999,BS Legal Management,0918 573 2384
2479,name2480,lastname2480,Male,May,22,1998,BS Communications Technology,0918 759 4404
2480,name2481,lastname2481,Male,March,3,2001,BS Communications Technology,0917 332 5207
2481,name2482,lastname2482,Male,September,10,2000,BS Communications Technology,0917 195 8173
2482,name2483,lastname2483,Male,January,6,2000,BS Legal Management,0927 781 8674
2483,name2484,lastname2484,Male,November,10,2000,BS Management Engineering,0927 347 9357
2484,name2485,lastname2485,Male,May,14,1999,BS Management,0927 650 8064
2485,name2486,lastname2486,Female,January,6,1999,BS Management,0927 702 2432
2486,name2487,lastname2487,Male,December,26,2000,BS Communications Technology,0927 634 1504
2487,name2488,lastname2488,Male,March,25,1999,BS Management,0918 614 2482
2488,name2489,lastname2489,Male,January,20,1997,BS Legal Management,0918 417 3419
2489,name2490,lastname2490,Female,August,16,2000,BS Legal Management,0918 800 4530
2490,name2491,lastname2491,Male,January,3,1999,BS Legal Management,0927 479 1685
2491,name2492,lastname2492,Female,January,9,2001,BS IT Entrepreneurship,0917 517 8009
2492,name2493,lastname2493,Female,September,9,1999,BS Management Engineering,0927 649 3563
2493,name2494,lastname2494,Male,April,10,2000,BS Communications Technology,0918 797 3972
2494,name2495,lastname2495,Male,May,11,1998,BS Communications Technology,0927 702 3361
2495,name2496,lastname2496,Male,September,16,1998,BS Communications Technology,0917 794 8406
2496,name2497,lastname2497,Male,December,10,2000,BS Management Engineering,0917 240 7897
2497,name2498,lastname2498,Male,December,8,2001,BS Management,0917 437 4761
2498,name2499,lastname2499,Male,September,2,1997,BS IT Entrepreneurship,0927 554 1341
2499,name2500,lastname2500,Male,March,12,2001,BS Management,0918 787 7812
2500,name2501,lastname2501,Female,December,1,2001,BS Management,0917 654 8967
2501,name2502,lastname2502,Female,December,19,2000,BS Management,0917 929 4398
2502,name2503,lastname2503,Female,February,6,1998,BS Communications Technology,0918 565 3640
2503,name2504,lastname2504,Male,April,9,2000,BS Legal Management,0918 520 5187
2504,name2505,lastname2505,Female,January,28,1997,BS IT Entrepreneurship,0927 363 8348
2505,name2506,lastname2506,Female,November,22,1998,BS Communications Technology,0927 894 9571
2506,name2507,lastname2507,Female,February,11,1997,BS Legal Management,0917 998 2534
2507,name2508,lastname2508,Male,April,18,2001,BS Legal Management,0927 647 9151
2508,name2509,lastname2509,Female,October,25,1998,BS Legal Management,0927 744 4282
2509,name2510,lastname2510,Male,June,11,1998,BS Communications Technology,0917 869 9466
2510,name2511,lastname2511,Female,December,25,1997,BS Legal Management,0918 287 7261
2511,name2512,lastname2512,Female,May,25,1999,BS Management Engineering,0927 906 9410
2512,name2513,lastname2513,Male,November,10,2000,BS Communications Technology,0918 490 2582
2513,name2514,lastname2514,Female,September,15,1998,BS IT Entrepreneurship,0918 151 9228
2514,name2515,lastname2515,Male,April,28,2001,BS Management Engineering,0927 279 8965
2515,name2516,lastname2516,Female,January,19,1997,BS Management,0918 609 2244
2516,name2517,lastname2517,Female,November,17,1998,BS IT Entrepreneurship,0927 290 3455
2517,name2518,lastname2518,Female,October,15,2001,BS Legal Management,0918 592 1101
2518,name2519,lastname2519,Male,May,24,1999,BS IT Entrepreneurship,0927 866 2938
2519,name2520,lastname2520,Male,October,11,1998,BS Management,0918 180 5555
2520,name2521,lastname2521,Male,January,18,1997,BS Management Engineering,0927 140 1589
2521,name2522,lastname2522,Male,May,28,2001,BS Communications Technology,0927 930 6395
2522,name2523,lastname2523,Female,July,23,2001,BS IT Entrepreneurship,0927 815 1092
2523,name2524,lastname2524,Female,May,26,2000,BS Management Engineering,0927 596 1752
2524,name2525,lastname2525,Male,April,12,1998,BS Management Engineering,0917 423 2721
2525,name2526,lastname2526,Male,January,9,2001,BS Management Engineering,0918 102 2217
2526,name2527,lastname2527,Male,April,21,1997,BS Management,0918 808 5353
2527,name2528,lastname2528,Female,April,5,1999,BS Legal Management,0917 669 9647
2528,name2529,lastname2529,Male,May,11,1998,BS Management,0927 440 7845
2529,name2530,lastname2530,Male,June,17,2000,BS Management,0918 431 8667
2530,name2531,lastname2531,Male,January,17,1998,BS Communications Technology,0927 204 3757
2531,name2532,lastname2532,Female,November,28,2001,BS Legal Management,0927 313 4542
2532,name2533,lastname2533,Male,December,12,2000,BS IT Entrepreneurship,0918 457 8951
2533,name2534,lastname2534,Male,May,19,1999,BS Management Engineering,0918 308 2032
2534,name2535,lastname2535,Male,September,16,1997,BS Legal Management,0927 474 8597
2535,name2536,lastname2536,Female,February,17,2001,BS Management Engineering,0917 395 4691
2536,name2537,lastname2537,Female,November,9,1998,BS IT Entrepreneurship,0918 873 1719
2537,name2538,lastname2538,Female,January,2,1997,BS Communications Technology,0918 560 8844
2538,name2539,lastname2539,Male,February,3,1998,BS IT Entrepreneurship,0927 795 5882
2539,name2540,lastname2540,Male,November,18,1997,BS IT Entrepreneurship,0918 960 5438
2540,name2541,lastname2541,Male,November,18,1999,BS Legal Management,0918 928 7748
2541,name2542,lastname2542,Female,December,5,1997,BS Communications Technology,0927 423 2526
2542,name2543,lastname2543,Female,September,18,1998,BS Communications Technology,0918 325 1526
2543,name2544,lastname2544,Male,April,18,1999,BS Management Engineering,0927 179 1079
2544,name2545,lastname2545,Male,July,13,2000,BS Communications Technology,0918 881 6528
2545,name2546,lastname2546,Female,August,19,1999,BS IT Entrepreneurship,0917 334 9017
2546,name2547,lastname2547,Female,February,16,2000,BS Communications Technology,0918 440 6060
2547,name2548,lastname2548,Male,January,5,1999,BS Management,0927 774 2119
2548,name2549,lastname2549,Male,April,20,1998,BS Management Engineering,0918 493 6405
2549,name2550,lastname2550,Male,August,8,1998,BS IT Entrepreneurship,0918 793 5808
2550,name2551,lastname2551,Female,March,12,1997,BS IT Entrepreneurship,0917 410 8644
2551,name2552,lastname2552,Male,May,18,1997,BS Legal Management,0917 382 7700
2552,name2553,lastname2553,Female,July,14,1997,BS Communications Technology,0917 554 5621
2553,name2554,lastname2554,Female,April,25,1999,BS Legal Management,0927 291 5154
2554,name2555,lastname2555,Male,August,10,1997,BS IT Entrepreneurship,0927 861 4721
2555,name2556,lastname2556,Female,February,18,1998,BS Legal Management,0927 893 6964
2556,name2557,lastname2557,Male,July,4,1999,BS Management Engineering,0917 818 6486
2557,name2558,lastname2558,Male,December,15,1997,BS Legal Management,0927 262 6276
2558,name2559,lastname2559,Male,August,7,2001,BS Communications Technology,0917 419 5167
2559,name2560,lastname2560,Male,February,3,1998,BS Legal Management,0927 991 4924
2560,name2561,lastname2561,Female,August,12,2000,BS Management,0917 275 5243
2561,name2562,lastname2562,Male,May,24,1999,BS Legal Management,0927 754 3697
2562,name2563,lastname2563,Male,March,16,1997,BS Legal Management,0927 515 1326
2563,name2564,lastname2564,Female,October,22,1998,BS Management,0927 190 7709
2564,name2565,lastname2565,Male,January,6,1997,BS Communications Technology,0927 914 3489
2565,name2566,lastname2566,Female,December,22,1998,BS Communications Technology,0927 510 3306
2566,name2567,lastname2567,Female,April,21,2000,BS Management,0917 137 2165
2567,name2568,lastname2568,Female,May,17,1998,BS Management,0927 999 9548
2568,name2569,lastname2569,Female,October,21,2000,BS Management,0927 439 8623
2569,name2570,lastname2570,Male,October,15,2001,BS Management Engineering,0918 936 3308
2570,name2571,lastname2571,Male,July,8,1999,BS Management Engineering,0927 212 1620
2571,name2572,lastname2572,Male,October,11,2001,BS Communications Technology,0917 570 9954
2572,name2573,lastname2573,Female,May,23,1998,BS Management Engineering,0927 577 4535
2573,name2574,lastname2574,Male,January,16,1997,BS Management,0918 758 8124
2574,name2575,lastname2575,Female,December,25,2000,BS Communications Technology,0927 103 2003
2575,name2576,lastname2576,Female,May,25,1998,BS IT Entrepreneurship,0927 626 4429
2576,name2577,lastname2577,Female,April,15,1997,BS Communications Technology,0927 300 9845
2577,name2578,lastname2578,Male,December,17,2001,BS Communications Technology,0917 791 4807
2578,name2579,lastname2579,Male,October,8,1999,BS Management Engineering,0927 810 5558
2579,name2580,lastname2580,Male,August,20,1997,BS Legal Management,0918 887 8537
2580,name2581,lastname2581,Female,November,7,1999,BS Legal Management,0918 790 2841
2581,name2582,lastname2582,Male,January,8,1998,BS Legal Management,0917 602 6957
2582,name2583,lastname2583,Male,April,28,2001,BS Communications Technology,0917 386 7741
2583,name2584,lastname2584,Male,February,11,1999,BS IT Entrepreneurship,0918 400 9775
