firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber
name2279,lastname2279,September,1,99,BS Management Engineering,+639187475179
name2280,lastname2280,November,19,01,BS IT Entrepreneurship,+639278185210
name2281,lastname2281,December,17,99,BS Management,+639277928470
name2282,lastname2282,April,9,00,BS Comtech,+639278626067
name2283,lastname2283,January,18,98,BS Comtech,+639185856026
name2284,lastname2284,December,15,98,BS Management,+639186276100
name2285,lastname2285,June,6,98,BS Legal Management,+639276589231
name2286,lastname2286,September,21,01,BS Management,+639188724154
name2287,lastname2287,January,21,98,BS Legal Management,+639173623559
name2288,lastname2288,January,20,00,BS Comtech,+639179276156
name2289,lastname2289,October,19,00,BS IT Entrepreneurship,+639179083625
name2290,lastname2290,January,28,97,BS Management,+639177939418
name2291,lastname2291,September,13,00,BS Management,+639184864686
name2292,lastname2292,March,6,00,BS IT Entrepreneurship,+639178197636
name2293,lastname2293,August,27,98,BS Comtech,+639272784141
name2294,lastname2294,July,21,00,BS Legal Management,+639176224555
name2295,lastname2295,June,17,01,BS Management Engineering,+639183688603
name2296,lastname2296,February,10,01,BS IT Entrepreneurship,+639172728733
name2297,lastname2297,February,23,98,BS Management,+639279913817
name2298,lastname2298,January,1,00,BS Legal Management,+639275002562
name2299,lastname2299,January,14,00,BS Legal Management,+639185772431
name2300,lastname2300,February,24,00,BS Comtech,+639185241259
name2301,lastname2301,February,16,97,BS Comtech,+639184049503
name2302,lastname2302,April,14,98,BS Management,+639181461542
name2303,lastname2303,September,28,00,BS Comtech,+639274458143
name2304,lastname2304,March,21,99,BS IT Entrepreneurship,+639277533303
name2305,lastname2305,September,4,01,BS Management Engineering,+639187585738
name2306,lastname2306,June,11,99,BS Management Engineering,+639178511627
name2307,lastname2307,January,11,97,BS IT Entrepreneurship,+639271218775
name2308,lastname2308,February,27,98,BS Management,+639277843387
name2309,lastname2309,June,12,01,BS Management,+639272443525
name2310,lastname2310,December,24,99,BS Legal Management,+639186427384
name2311,lastname2311,January,1,98,BS Comtech,+639183569018
name2312,lastname2312,May,2,99,BS Legal Management,+639174688345
name2313,lastname2313,March,11,97,BS IT Entrepreneurship,+639171537719
name2314,lastname2314,May,4,98,BS Management Engineering,+639187431918
name2315,lastname2315,February,26,98,BS IT Entrepreneurship,+639178201521
name2316,lastname2316,December,4,98,BS Management,+639188437217
name2317,lastname2317,December,27,01,BS Management,+639278819759
name2318,lastname2318,September,11,00,BS Management Engineering,+639275323544
name2319,lastname2319,January,4,99,BS IT Entrepreneurship,+639182305450
name2320,lastname2320,March,16,99,BS IT Entrepreneurship,+639183966613
name2321,lastname2321,September,26,01,BS Management,+639187359525
name2322,lastname2322,August,9,00,BS IT Entrepreneurship,+639187569753
name2323,lastname2323,November,14,99,BS IT Entrepreneurship,+639175055113
name2324,lastname2324,May,5,01,BS Management Engineering,+639182814588
name2325,lastname2325,July,20,98,BS Legal Management,+639279953647
name2326,lastname2326,July,27,00,BS Management,+639176189981
name2327,lastname2327,January,1,97,BS Legal Management,+639176851845
name2328,lastname2328,April,5,01,BS Management,+639278814083
name2329,lastname2329,July,18,97,BS Management,+639174086878
name2330,lastname2330,April,17,98,BS Management Engineering,+639279788808
name2331,lastname2331,May,11,00,BS Legal Management,+639188869213
name2332,lastname2332,April,25,97,BS Management,+639274497654
name2333,lastname2333,July,10,98,BS IT Entrepreneurship,+639271409493
name2334,lastname2334,November,7,99,BS Legal Management,+639187849869
name2335,lastname2335,June,26,01,BS Legal Management,+639278792340
name2336,lastname2336,April,15,99,BS Management Engineering,+639187063082
name2337,lastname2337,March,17,98,BS Management Engineering,+639185607449
name2338,lastname2338,November,6,97,BS Management,+639189035233
name2339,lastname2339,November,8,99,BS IT Entrepreneurship,+639279235576
name2340,lastname2340,July,18,97,BS Management Engineering,+639178098960
name2341,lastname2341,April,17,99,BS IT Entrepreneurship,+639189086742
name2342,lastname2342,July,7,98,BS Legal Management,+639279194991
name2343,lastname2343,January,1,98,BS Management Engineering,+639271547220
name2344,lastname2344,May,14,97,BS Comtech,+639279297767
name2345,lastname2345,April,13,98,BS Management,+639277993697
name2346,lastname2346,February,7,97,BS Comtech,+639177934237
name2347,lastname2347,July,6,98,BS Management,+639178918673
name2348,lastname2348,July,18,00,BS Legal Management,+639186774312
name2349,lastname2349,October,17,00,BS Management Engineering,+639274679726
name2350,lastname2350,May,28,98,BS IT Entrepreneurship,+639178478371
name2351,lastname2351,March,9,98,BS Comtech,+639179146203
name2352,lastname2352,June,7,98,BS Management Engineering,+639173346159
name2353,lastname2353,June,1,01,BS Comtech,+639271342532
name2354,lastname2354,July,11,98,BS IT Entrepreneurship,+639185345264
name2355,lastname2355,June,23,01,BS Comtech,+639171248700
name2356,lastname2356,May,6,97,BS Management,+639277452827
name2357,lastname2357,June,13,98,BS IT Entrepreneurship,+639276695007
name2358,lastname2358,December,18,01,BS Management Engineering,+639189234311
name2359,lastname2359,May,1,98,BS IT Entrepreneurship,+639181082864
name2360,lastname2360,March,12,98,BS Management Engineering,+639178368453
name2361,lastname2361,February,15,00,BS Comtech,+639172462476
name2362,lastname2362,January,17,98,BS Comtech,+639275531625
name2363,lastname2363,May,10,97,BS Legal Management,+639186073049
name2364,lastname2364,February,7,97,BS Comtech,+639177405047
name2365,lastname2365,October,15,97,BS Management Engineering,+639171597408
name2366,lastname2366,December,27,98,BS Legal Management,+639189488122
name2367,lastname2367,July,26,97,BS Legal Management,+639182881534
name2368,lastname2368,May,1,97,BS IT Entrepreneurship,+639189918438
name2369,lastname2369,May,23,97,BS Comtech,+639176886034
name2370,lastname2370,January,18,98,BS Comtech,+639178801286
name2371,lastname2371,April,11,00,BS Legal Management,+639177589685
name2372,lastname2372,July,4,01,BS Legal Management,+639274905419
name2373,lastname2373,May,12,00,BS Management Engineering,+639277762687
name2374,lastname2374,August,27,00,BS IT Entrepreneurship,+639274295762
name2375,lastname2375,November,2,99,BS Management,+639182768342
name2376,lastname2376,May,27,99,BS IT Entrepreneurship,+639184209440
name2377,lastname2377,September,12,01,BS Comtech,+639173167284
name2378,lastname2378,December,2,97,BS Management,+639189751613
name2379,lastname2379,November,10,97,BS Legal Management,+639278743477
name2380,lastname2380,November,17,99,BS Legal Management,+639173231977
name2381,lastname2381,June,13,98,BS Management Engineering,+639176323225
name2382,lastname2382,December,12,97,BS Comtech,+639174493806
name2383,lastname2383,April,19,00,BS Legal Management,+639187297979
name2384,lastname2384,September,19,98,BS Comtech,+639279712794
name2385,lastname2385,December,23,01,BS Management Engineering,+639176934040
name2386,lastname2386,December,18,97,BS Management,+639182571334
name2387,lastname2387,March,11,97,BS Management,+639274792154
name2388,lastname2388,September,7,98,BS Comtech,+639271064194
name2389,lastname2389,March,13,97,BS Legal Management,+639278246270
name2390,lastname2390,November,9,98,BS Comtech,+639178662766
name2391,lastname2391,August,21,00,BS Legal Management,+639278572381
name2392,lastname2392,March,21,01,BS IT Entrepreneurship,+639176151060
name2393,lastname2393,October,22,98,BS IT Entrepreneurship,+639179563502
name2394,lastname2394,August,23,99,BS Management Engineering,+639176607478
name2395,lastname2395,June,16,97,BS Legal Management,+639173871657
name2396,lastname2396,June,28,97,BS Management Engineering,+639179489502
name2397,lastname2397,April,27,97,BS Comtech,+639179973008
name2398,lastname2398,March,5,99,BS Comtech,+639273978097
name2399,lastname2399,August,5,00,BS Management Engineering,+639274474213
name2400,lastname2400,April,27,00,BS Management Engineering,+639189195919
name2401,lastname2401,October,28,00,BS Management,+639175518099
name2402,lastname2402,October,15,99,BS Comtech,+639271599241
name2403,lastname2403,June,22,99,BS Management Engineering,+639272893262
name2404,lastname2404,October,24,01,BS Comtech,+639277481190
name2405,lastname2405,July,19,99,BS IT Entrepreneurship,+639181928519
name2406,lastname2406,March,7,98,BS Management,+639182015633
name2407,lastname2407,March,10,00,BS IT Entrepreneurship,+639273927223
name2408,lastname2408,February,16,97,BS Management,+639278287176
name2409,lastname2409,May,6,97,BS Comtech,+639174123057
name2410,lastname2410,March,28,00,BS Management,+639171813978
name2411,lastname2411,October,22,98,BS Comtech,+639173743329
name2412,lastname2412,June,16,99,BS Comtech,+639178706914
name2413,lastname2413,November,26,01,BS Legal Management,+639179603096
name2414,lastname2414,February,18,99,BS IT Entrepreneurship,+639177552268
name2415,lastname2415,October,10,98,BS Comtech,+639189317669
name2416,lastname2416,September,25,99,BS Management,+639275775428
name2417,lastname2417,November,1,00,BS Management,+639186117258
name2418,lastname2418,December,13,00,BS IT Entrepreneurship,+639272557533
name2419,lastname2419,November,16,01,BS Comtech,+639271984160
name2420,lastname2420,June,10,00,BS Legal Management,+639181471799
name2421,lastname2421,May,3,98,BS IT Entrepreneurship,+639273977959
name2422,lastname2422,May,28,99,BS Comtech,+639276192961
name2423,lastname2423,March,10,99,BS Management,+639178403342
name2424,lastname2424,March,14,01,BS IT Entrepreneurship,+639177938378
name2425,lastname2425,July,19,99,BS IT Entrepreneurship,+639184958760
name2426,lastname2426,May,16,00,BS Management Engineering,+639183904848
name2427,lastname2427,February,4,00,BS Management,+639175041312
name2428,lastname2428,November,13,97,BS IT Entrepreneurship,+639177648229
name2429,lastname2429,June,22,97,BS Legal Management,+639272276284
name2430,lastname2430,May,17,98,BS IT Entrepreneurship,+639181997797
name2431,lastname2431,August,13,98,BS Management,+639171693352
name2432,lastname2432,May,15,99,BS Management Engineering,+639177613830
name2433,lastname2433,September,17,97,BS Comtech,+639278496892
name2434,lastname2434,January,19,99,BS Management Engineering,+639274349948
name2435,lastname2435,April,4,98,BS Comtech,+639272278411
name2436,lastname2436,February,12,97,BS Management Engineering,+639184364889
name2437,lastname2437,March,19,99,BS Comtech,+639188321639
name2438,lastname2438,October,21,98,BS IT Entrepreneurship,+639274826028
name2439,lastname2439,February,5,98,BS Management Engineering,+639184857266
name2440,lastname2440,September,19,98,BS Management,+639178565444
name2441,lastname2441,February,12,01,BS Legal Management,+639177548431
name2442,lastname2442,November,10,01,BS Management Engineering,+639277646262
name2443,lastname2443,July,25,98,BS IT Entrepreneurship,+639185411153
name2444,lastname2444,August,16,98,BS Management,+639188457573
name2445,lastname2445,September,5,98,BS Management,+639275331486
name2446,lastname2446,February,22,00,BS Management Engineering,+639172757590
name2447,lastname2447,February,11,01,BS Management Engineering,+639186946303
name2448,lastname2448,June,4,00,BS Comtech,+639272443224
name2449,lastname2449,July,6,98,BS Legal Management,+639184463657
name2450,lastname2450,June,21,98,BS Management,+639173352745
name2451,lastname2451,January,22,99,BS Management Engineering,+639174822116
name2452,lastname2452,April,23,99,BS Management Engineering,+639175385323
name2453,lastname2453,March,22,01,BS Comtech,+639175233869
name2454,lastname2454,November,19,99,BS Management Engineering,+639173853899
name2455,lastname2455,December,24,97,BS IT Entrepreneurship,+639185934633
name2456,lastname2456,April,9,98,BS Legal Management,+639277258448
name2457,lastname2457,October,10,01,BS Management,+639178757767
name2458,lastname2458,November,4,99,BS IT Entrepreneurship,+639172348813
name2459,lastname2459,January,6,98,BS Comtech,+639178542574
name2460,lastname2460,April,18,01,BS IT Entrepreneurship,+639181728477
name2461,lastname2461,November,18,98,BS Legal Management,+639277797910
name2462,lastname2462,November,4,97,BS IT Entrepreneurship,+639186592984
name2463,lastname2463,January,28,97,BS Management,+639273414442
name2464,lastname2464,September,6,98,BS Management,+639278103537
name2465,lastname2465,October,28,99,BS Management,+639178486313
name2466,lastname2466,May,28,97,BS Management Engineering,+639185967521
name2467,lastname2467,February,12,97,BS Legal Management,+639275371630
name2468,lastname2468,September,4,97,BS Management,+639175228739
name2469,lastname2469,November,26,99,BS IT Entrepreneurship,+639279614729
name2470,lastname2470,July,5,99,BS Management Engineering,+639187467549
name2471,lastname2471,April,15,98,BS Management,+639171865933
name2472,lastname2472,December,13,97,BS Comtech,+639188727265
name2473,lastname2473,May,6,97,BS Management,+639189509443
name2474,lastname2474,January,24,97,BS Management Engineering,+639189094946
name2475,lastname2475,January,12,99,BS Legal Management,+639273125973
name2476,lastname2476,August,15,01,BS Legal Management,+639188936385
name2477,lastname2477,September,27,01,BS Legal Management,+639188776490
name2478,lastname2478,November,3,01,BS Management,+639173476498
name2479,lastname2479,December,23,99,BS Legal Management,+639185732384
name2480,lastname2480,May,22,98,BS Comtech,+639187594404
name2481,lastname2481,March,3,01,BS Comtech,+639173325207
name2482,lastname2482,September,10,00,BS Comtech,+639171958173
name2483,lastname2483,January,6,00,BS Legal Management,+639277818674
name2484,lastname2484,November,10,00,BS Management Engineering,+639273479357
name2485,lastname2485,May,14,99,BS Management,+639276508064
name2486,lastname2486,January,6,99,BS Management,+639277022432
name2487,lastname2487,December,26,00,BS Comtech,+639276341504
name2488,lastname2488,March,25,99,BS Management,+639186142482
name2489,lastname2489,January,20,97,BS Legal Management,+639184173419
name2490,lastname2490,August,16,00,BS Legal Management,+639188004530
name2491,lastname2491,January,3,99,BS Legal Management,+639274791685
name2492,lastname2492,January,9,01,BS IT Entrepreneurship,+639175178009
name2493,lastname2493,September,9,99,BS Management Engineering,+639276493563
name2494,lastname2494,April,10,00,BS Comtech,+639187973972
name2495,lastname2495,May,11,98,BS Comtech,+639277023361
name2496,lastname2496,September,16,98,BS Comtech,+639177948406
name2497,lastname2497,December,10,00,BS Management Engineering,+639172407897
name2498,lastname2498,December,8,01,BS Management,+639174374761
name2499,lastname2499,September,2,97,BS IT Entrepreneurship,+639275541341
name2500,lastname2500,March,12,01,BS Management,+639187877812
name2501,lastname2501,December,1,01,BS Management,+639176548967
name2502,lastname2502,December,19,00,BS Management,+639179294398
name2503,lastname2503,February,6,98,BS Comtech,+639185653640
name2504,lastname2504,April,9,00,BS Legal Management,+639185205187
name2505,lastname2505,January,28,97,BS IT Entrepreneurship,+639273638348
name2506,lastname2506,November,22,98,BS Comtech,+639278949571
name2507,lastname2507,February,11,97,BS Legal Management,+639179982534
name2508,lastname2508,April,18,01,BS Legal Management,+639276479151
name2509,lastname2509,October,25,98,BS Legal Management,+639277444282
name2510,lastname2510,June,11,98,BS Comtech,+639178699466
name2511,lastname2511,December,25,97,BS Legal Management,+639182877261
name2512,lastname2512,May,25,99,BS Management Engineering,+639279069410
name2513,lastname2513,November,10,00,BS Comtech,+639184902582
name2514,lastname2514,September,15,98,BS IT Entrepreneurship,+639181519228
name2515,lastname2515,April,28,01,BS Management Engineering,+639272798965
name2516,lastname2516,January,19,97,BS Management,+639186092244
name2517,lastname2517,November,17,98,BS IT Entrepreneurship,+639272903455
name2518,lastname2518,October,15,01,BS Legal Management,+639185921101
name2519,lastname2519,May,24,99,BS IT Entrepreneurship,+639278662938
name2520,lastname2520,October,11,98,BS Management,+639181805555
name2521,lastname2521,January,18,97,BS Management Engineering,+639271401589
name2522,lastname2522,May,28,01,BS Comtech,+639279306395
name2523,lastname2523,July,23,01,BS IT Entrepreneurship,+639278151092
name2524,lastname2524,May,26,00,BS Management Engineering,+639275961752
name2525,lastname2525,April,12,98,BS Management Engineering,+639174232721
name2526,lastname2526,January,9,01,BS Management Engineering,+639181022217
name2527,lastname2527,April,21,97,BS Management,+639188085353
name2528,lastname2528,April,5,99,BS Legal Management,+639176699647
name2529,lastname2529,May,11,98,BS Management,+639274407845
name2530,lastname2530,June,17,00,BS Management,+639184318667
name2531,lastname2531,January,17,98,BS Comtech,+639272043757
name2532,lastname2532,November,28,01,BS Legal Management,+639273134542
name2533,lastname2533,December,12,00,BS IT Entrepreneurship,+639184578951
name2534,lastname2534,May,19,99,BS Management Engineering,+639183082032
name2535,lastname2535,September,16,97,BS Legal Management,+639274748597
name2536,lastname2536,February,17,01,BS Management Engineering,+639173954691
name2537,lastname2537,November,9,98,BS IT Entrepreneurship,+639188731719
name2538,lastname2538,January,2,97,BS Comtech,+639185608844
name2539,lastname2539,February,3,98,BS IT Entrepreneurship,+639277955882
name2540,lastname2540,November,18,97,BS IT Entrepreneurship,+639189605438
name2541,lastname2541,November,18,99,BS Legal Management,+639189287748
name2542,lastname2542,December,5,97,BS Comtech,+639274232526
name2543,lastname2543,September,18,98,BS Comtech,+639183251526
name2544,lastname2544,April,18,99,BS Management Engineering,+639271791079
name2545,lastname2545,July,13,00,BS Comtech,+639188816528
name2546,lastname2546,August,19,99,BS IT Entrepreneurship,+639173349017
name2547,lastname2547,February,16,00,BS Comtech,+639184406060
name2548,lastname2548,January,5,99,BS Management,+639277742119
name2549,lastname2549,April,20,98,BS Management Engineering,+639184936405
name2550,lastname2550,August,8,98,BS IT Entrepreneurship,+639187935808
name2551,lastname2551,March,12,97,BS IT Entrepreneurship,+639174108644
name2552,lastname2552,May,18,97,BS Legal Management,+639173827700
name2553,lastname2553,July,14,97,BS Comtech,+639175545621
name2554,lastname2554,April,25,99,BS Legal Management,+639272915154
name2555,lastname2555,August,10,97,BS IT Entrepreneurship,+639278614721
name2556,lastname2556,February,18,98,BS Legal Management,+639278936964
name2557,lastname2557,July,4,99,BS Management Engineering,+639178186486
name2558,lastname2558,December,15,97,BS Legal Management,+639272626276
name2559,lastname2559,August,7,01,BS Comtech,+639174195167
name2560,lastname2560,February,3,98,BS Legal Management,+639279914924
name2561,lastname2561,August,12,00,BS Management,+639172755243
name2562,lastname2562,May,24,99,BS Legal Management,+639277543697
name2563,lastname2563,March,16,97,BS Legal Management,+639275151326
name2564,lastname2564,October,22,98,BS Management,+639271907709
name2565,lastname2565,January,6,97,BS Comtech,+639279143489
name2566,lastname2566,December,22,98,BS Comtech,+639275103306
name2567,lastname2567,April,21,00,BS Management,+639171372165
name2568,lastname2568,May,17,98,BS Management,+639279999548
name2569,lastname2569,October,21,00,BS Management,+639274398623
name2570,lastname2570,October,15,01,BS Management Engineering,+639189363308
name2571,lastname2571,July,8,99,BS Management Engineering,+639272121620
name2572,lastname2572,October,11,01,BS Comtech,+639175709954
name2573,lastname2573,May,23,98,BS Management Engineering,+639275774535
name2574,lastname2574,January,16,97,BS Management,+639187588124
name2575,lastname2575,December,25,00,BS Comtech,+639271032003
name2576,lastname2576,May,25,98,BS IT Entrepreneurship,+639276264429
name2577,lastname2577,April,15,97,BS Comtech,+639273009845
name2578,lastname2578,December,17,01,BS Comtech,+639177914807
name2579,lastname2579,October,8,99,BS Management Engineering,+639278105558
name2580,lastname2580,August,20,97,BS Legal Management,+639188878537
name2581,lastname2581,November,7,99,BS Legal Management,+639187902841
name2582,lastname2582,January,8,98,BS Legal Management,+639176026957
name2583,lastname2583,April,28,01,BS Comtech,+639173867741
name2584,lastname2584,February,11,99,BS IT Entrepreneurship,+639184009775
name2585,lastname2585,May,8,99,BS Comtech,+639181537448
name2586,lastname2586,April,6,98,BS Management,+639276408396
name2587,lastname2587,April,5,99,BS IT Entrepreneurship,+639276915341
name2588,lastname2588,April,9,00,BS Management,+639176761899
name2589,lastname2589,March,13,99,BS Legal Management,+639175735058
name2590,lastname2590,September,4,01,BS Comtech,+639273956034
name2591,lastname2591,January,13,00,BS Management,+639175302742
name2592,lastname2592,October,25,99,BS Comtech,+639182448484
name2593,lastname2593,June,18,98,BS Management Engineering,+639271416274
name2594,lastname2594,June,12,99,BS Management,+639276402517
name2595,lastname2595,August,14,98,BS Comtech,+639179917278
name2596,lastname2596,December,22,98,BS Management Engineering,+639184862307
name2597,lastname2597,February,11,99,BS Comtech,+639178133010
name2598,lastname2598,April,18,98,BS Management Engineering,+639274445398
name2599,lastname2599,August,22,99,BS Comtech,+639188057805
name2600,lastname2600,October,23,99,BS Comtech,+639276128812
name2601,lastname2601,August,3,99,BS Comtech,+639187142798
name2602,lastname2602,August,19,99,BS Management Engineering,+639187071691
name2603,lastname2603,November,23,97,BS Comtech,+639188753524
name2604,lastname2604,November,19,99,BS Management,+639182249200
name2605,lastname2605,September,26,00,BS IT Entrepreneurship,+639188026074
name2606,lastname2606,February,17,98,BS Comtech,+639279648172
name2607,lastname2607,September,5,01,BS Comtech,+639176428108
name2608,lastname2608,January,15,98,BS Comtech,+639279982587
name2609,lastname2609,April,27,01,BS Comtech,+639272299368
name2610,lastname2610,April,17,98,BS Legal Management,+639189605607
name2611,lastname2611,October,12,01,BS Management,+639175694246
name2612,lastname2612,June,10,99,BS IT Entrepreneurship,+639186223293
name2613,lastname2613,July,24,98,BS Legal Management,+639188776689
name2614,lastname2614,May,25,01,BS IT Entrepreneurship,+639171992805
name2615,lastname2615,January,17,99,BS Management,+639186874279
name2616,lastname2616,May,10,97,BS Management,+639176416984
name2617,lastname2617,May,19,98,BS IT Entrepreneurship,+639174584506
name2618,lastname2618,August,13,98,BS IT Entrepreneurship,+639275249294
name2619,lastname2619,July,9,99,BS Comtech,+639183851052
name2620,lastname2620,November,9,98,BS IT Entrepreneurship,+639277394781
name2621,lastname2621,May,24,98,BS Management Engineering,+639189208845
name2622,lastname2622,June,22,01,BS Management,+639272313748
name2623,lastname2623,April,21,98,BS Comtech,+639276885360
name2624,lastname2624,July,25,00,BS IT Entrepreneurship,+639272333593
name2625,lastname2625,November,8,99,BS IT Entrepreneurship,+639276437093
name2626,lastname2626,July,22,98,BS Comtech,+639272982396
name2627,lastname2627,January,24,00,BS IT Entrepreneurship,+639277447996
name2628,lastname2628,January,3,99,BS Comtech,+639181978797
name2629,lastname2629,November,20,97,BS Management Engineering,+639181535257
name2630,lastname2630,January,20,01,BS Legal Management,+639185925507
name2631,lastname2631,December,17,99,BS Comtech,+639274103184
name2632,lastname2632,December,21,99,BS IT Entrepreneurship,+639275456383
name2633,lastname2633,August,1,99,BS Legal Management,+639276222939
name2634,lastname2634,December,23,97,BS Management,+639176952648
name2635,lastname2635,November,11,99,BS Legal Management,+639172074784
name2636,lastname2636,January,14,99,BS Management Engineering,+639171564149
name2637,lastname2637,February,18,99,BS Legal Management,+639182948168
name2638,lastname2638,November,28,00,BS Management Engineering,+639278233247
name2639,lastname2639,September,9,99,BS IT Entrepreneurship,+639173543063
name2640,lastname2640,December,13,97,BS Comtech,+639171817772
name2641,lastname2641,February,17,99,BS Legal Management,+639189526955
name2642,lastname2642,May,4,00,BS Management,+639173715232
name2643,lastname2643,October,9,99,BS Legal Management,+639171942461
name2644,lastname2644,March,24,01,BS Management Engineering,+639172572784
name2645,lastname2645,May,19,98,BS Legal Management,+639171736943
name2646,lastname2646,June,28,98,BS Legal Management,+639178327071
name2647,lastname2647,April,8,99,BS Management,+639184086691
name2648,lastname2648,March,13,99,BS IT Entrepreneurship,+639185426186
name2649,lastname2649,June,11,97,BS Management Engineering,+639279006138
name2650,lastname2650,June,2,97,BS Comtech,+639178354386
name2651,lastname2651,June,15,98,BS Comtech,+639188845352
name2652,lastname2652,November,25,98,BS Legal Management,+639276287709
name2653,lastname2653,June,16,98,BS Management,+639172814502
name2654,lastname2654,November,2,01,BS Comtech,+639179813960
name2655,lastname2655,April,16,97,BS Comtech,+639185436769
name2656,lastname2656,April,28,98,BS IT Entrepreneurship,+639171383778
name2657,lastname2657,May,21,99,BS Comtech,+639273926719
name2658,lastname2658,December,16,97,BS Management Engineering,+639184908514
name2659,lastname2659,September,12,98,BS Management,+639175941999
name2660,lastname2660,August,8,98,BS IT Entrepreneurship,+639175483351
name2661,lastname2661,September,12,99,BS Legal Management,+639182049617
name2662,lastname2662,September,3,98,BS IT Entrepreneurship,+639185099706
name2663,lastname2663,August,20,99,BS Management,+639176236547
name2664,lastname2664,August,3,98,BS Comtech,+639184243370
name2665,lastname2665,April,12,98,BS Legal Management,+639275132139
name2666,lastname2666,January,11,98,BS Management Engineering,+639272956588
name2667,lastname2667,October,10,00,BS Comtech,+639178373739
name2668,lastname2668,September,8,98,BS IT Entrepreneurship,+639181008378
name2669,lastname2669,June,9,00,BS Management Engineering,+639184387545
name2670,lastname2670,May,1,99,BS Management Engineering,+639171954206
name2671,lastname2671,January,15,98,BS Comtech,+639185559070
name2672,lastname2672,May,6,98,BS Comtech,+639277631636
name2673,lastname2673,June,27,98,BS Comtech,+639172756658
name2674,lastname2674,March,8,01,BS Management,+639177313274
name2675,lastname2675,September,23,99,BS Management,+639171703005
name2676,lastname2676,August,25,99,BS Management,+639278134925
name2677,lastname2677,July,18,99,BS Legal Management,+639171305809
name2678,lastname2678,July,27,00,BS Management,+639271634869
name2679,lastname2679,May,23,97,BS Management,+639188481893
name2680,lastname2680,December,14,99,BS Management Engineering,+639271157726
name2681,lastname2681,September,12,99,BS Management Engineering,+639175728068
name2682,lastname2682,November,8,00,BS IT Entrepreneurship,+639273841647
name2683,lastname2683,September,9,00,BS Management Engineering,+639185363717
name2684,lastname2684,December,15,98,BS Comtech,+639275408705
name2685,lastname2685,June,11,97,BS Legal Management,+639174396195
name2686,lastname2686,December,18,98,BS Management Engineering,+639276705740
name2687,lastname2687,March,20,99,BS IT Entrepreneurship,+639182455369
name2688,lastname2688,July,7,97,BS Management,+639187043039
name2689,lastname2689,March,21,99,BS Comtech,+639273461462
name2690,lastname2690,August,16,99,BS Management Engineering,+639179198868
name2691,lastname2691,March,16,00,BS Management Engineering,+639277903075
name2692,lastname2692,July,11,98,BS Management,+639271057640
name2693,lastname2693,August,6,99,BS Legal Management,+639274952855
name2694,lastname2694,November,18,99,BS IT Entrepreneurship,+639187772993
name2695,lastname2695,September,6,00,BS Legal Management,+639185927760
name2696,lastname2696,May,11,97,BS IT Entrepreneurship,+639275269917
name2697,lastname2697,January,1,01,BS Comtech,+639171686101
name2698,lastname2698,October,3,99,BS IT Entrepreneurship,+639179022249
name2699,lastname2699,March,17,97,BS IT Entrepreneurship,+639185466362
name2700,lastname2700,January,16,97,BS Comtech,+639278994910
name2701,lastname2701,May,26,98,BS Management Engineering,+639186311730
name2702,lastname2702,April,24,97,BS Legal Management,+639271268003
name2703,lastname2703,June,27,01,BS Comtech,+639271891936
name2704,lastname2704,January,20,99,BS Comtech,+639277947557
name2705,lastname2705,June,17,97,BS Comtech,+639275068327
name2706,lastname2706,November,24,99,BS Legal Management,+639279809974
name2707,lastname2707,February,2,01,BS IT Entrepreneurship,+639175147049
name2708,lastname2708,April,1,97,BS Management Engineering,+639177976642
name2709,lastname2709,August,23,00,BS Legal Management,+639185176058
name2710,lastname2710,May,11,01,BS IT Entrepreneurship,+639184362312
name2711,lastname2711,April,17,00,BS Management Engineering,+639173737451
name2712,lastname2712,July,23,99,BS Management Engineering,+639172479027
name2713,lastname2713,March,11,98,BS Legal Management,+639171321074
name2714,lastname2714,November,16,99,BS Comtech,+639175067963
name2715,lastname2715,July,12,98,BS IT Entrepreneurship,+639277112332
name2716,lastname2716,January,21,01,BS Comtech,+639186936829
name2717,lastname2717,April,7,97,BS Legal Management,+639272327777
name2718,lastname2718,January,14,99,BS Comtech,+639178116162
name2719,lastname2719,January,13,98,BS Comtech,+639274303410
name2720,lastname2720,January,14,00,BS IT Entrepreneurship,+639177688378
name2721,lastname2721,November,22,01,BS Management,+639274266313
name2722,lastname2722,September,14,97,BS Management,+639183224902
name2723,lastname2723,December,17,98,BS IT Entrepreneurship,+639183171556
name2724,lastname2724,January,20,97,BS Management Engineering,+639187759777
name2725,lastname2725,August,10,97,BS Legal Management,+639179569599
name2726,lastname2726,June,2,97,BS Management,+639274438591
name2727,lastname2727,May,25,98,BS Legal Management,+639188736429
name2728,lastname2728,January,2,97,BS Comtech,+639189827938
name2729,lastname2729,March,5,98,BS Comtech,+639189222173
name2730,lastname2730,May,13,97,BS Legal Management,+639271162793
name2731,lastname2731,October,25,97,BS Comtech,+639177188274
name2732,lastname2732,July,20,97,BS Legal Management,+639181647973
name2733,lastname2733,December,26,99,BS Management,+639274654361
name2734,lastname2734,July,14,00,BS IT Entrepreneurship,+639187025168
name2735,lastname2735,June,4,97,BS IT Entrepreneurship,+639188288427
name2736,lastname2736,August,23,01,BS Management Engineering,+639279717453
name2737,lastname2737,August,1,99,BS IT Entrepreneurship,+639275029852
name2738,lastname2738,August,15,99,BS Management,+639279863332
